year,month,headline,body,hash,region,full_text,crypto_focused,ner_co_name,company_url,name,website_url,linkedin_url,twitter_url,facebook_url,founded_year,crunchbase_url,keywords,estimated_num_employees,industries,city,state,annual_revenue,total_funding,total_funding_printed,latest_funding_round_date,latest_funding_stage,departmental_head_count
2024,February,"Wise Rock / Houston, TX / ONSITE HYBRID / Full Time","Wise Rock is looking for a few Senior to Principal level full stack devs( more weighted towards frontend work though). We are a data analytics company selling a data warehousing solution to the oil/gas industry. We have a one of a kind financial structure that is allowing us to take a very unique approach with a long term vision.•Rocketing Growth: 600% ARR growth over the past 3 years and doubled headcount last year alone

• Tangible Impact: Proudly managing >10% of Onshore US Oil production with our application

• Technical Vision: Building the definitive data platform for the oil & gas industry

• Redemptive Future: A venture studio to build tech to empower the global ChurchCheck out our website to see the job spec - https://wiserocksoftware.com/careers/",-6495847627953195183,unknown,"wise rock / houston, tx / onsite hybrid / full time
wise rock is looking for a few senior to principal level full stack devs( more weighted towards frontend work though). we are a data analytics company selling a data warehousing solution to the oil/gas industry. we have a one of a kind financial structure that is allowing us to take a very unique approach with a long term vision.•rocketing growth: 600% arr growth over the past 3 years and doubled headcount last year alone

• tangible impact: proudly managing >10% of onshore us oil production with our application

• technical vision: building the definitive data platform for the oil & gas industry

• redemptive future: a venture studio to build tech to empower the global churchcheck out our website to see the job spec - https://wiserocksoftware.com/careers/",False,Wise Rock,wiserocksoftware.com,Happy Scribe,http://www.happyscribe.com,http://www.linkedin.com/company/happyscribe,https://twitter.com/happy_scribe,https://facebook.com/gethappyscribe,2017.0,,"['transcription', 'software', 'transcribing', 'qualitative research', 'podcast', 'journalism', 'audio to text', 'asr', 'voice recognition', 'subtitling']",180.0,"['information technology & services', 'computer software']",Barcelona,Catalonia,,,,,,"{'finance': 2, 'operations': 5, 'support': 2, 'product_management': 1, 'engineering': 8, 'information_technology': 1, 'entrepreneurship': 2, 'sales': 1, 'accounting': 0, 'marketing': 0, 'human_resources': 0, 'legal': 0, 'business_development': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'data_science': 0}"
2024,February,"London, UK | Full-Time | ONSITE+PART REMOTE |  https://www.openrent.co.uk","What sucked the last time you rented a house or flat? Come and fix it.OpenRent is a force for good in an industry tarnished by rip-off agencies. Enabled by an unrelenting focus on technology, we now let more properties than any agency in the UK. In the last 12m we let over £50 billion worth of property, to over 6 million registered users, without ever charging any admin fees.You'll be working on solving every aspect of the rental journey, from machine learning models to predict the right price of a property, to building the future of property management, all to help tenants find their dream home, and landlords their ideal tenant.We're VC backed, profitable, and have plenty of ambition to maintain our fast growth in this absolutely massive market.Roles currently available:- Senior Web Designer | Equity | 75k-100k+ (based on experience) + Quarterly Bonus- Senior Full Stack Engineer (C#) | Equity | £75k-£120k+ (based on experience) + Quarterly BonusAll roles visible here: https://www.openrent.co.uk/jobs",-7483506013775958592,europe,"london, uk | full-time | onsite+part remote |  https://www.openrent.co.uk
what sucked the last time you rented a house or flat? come and fix it.openrent is a force for good in an industry tarnished by rip-off agencies. enabled by an unrelenting focus on technology, we now let more properties than any agency in the uk. in the last 12m we let over £50 billion worth of property, to over 6 million registered users, without ever charging any admin fees.you'll be working on solving every aspect of the rental journey, from machine learning models to predict the right price of a property, to building the future of property management, all to help tenants find their dream home, and landlords their ideal tenant.we're vc backed, profitable, and have plenty of ambition to maintain our fast growth in this absolutely massive market.roles currently available:- senior web designer | equity | 75k-100k+ (based on experience) + quarterly bonus- senior full stack engineer (c#) | equity | £75k-£120k+ (based on experience) + quarterly bonusall roles visible here: https://www.openrent.co.uk/jobs",False,OpenRent,openrent.co.uk,Apollo Agriculture,http://www.apolloagriculture.com,http://www.linkedin.com/company/apollo-agriculture,https://twitter.com/apolloagri,,2015.0,,"['financial services', 'machine learning', 'agriculture', 'finance', 'deep information technology', 'information technology']",920.0,['financial services'],Nairobi,Nairobi County,6500000.0,66296644.0,66.3M,2024-01-01T00:00:00.000+00:00,Debt Financing,"{'sales': 94, 'support': 41, 'media_and_commmunication': 4, 'information_technology': 6, 'data_science': 7, 'operations': 17, 'marketing': 16, 'engineering': 11, 'product_management': 1, 'human_resources': 3, 'business_development': 4, 'entrepreneurship': 2, 'consulting': 1, 'arts_and_design': 2, 'finance': 10, 'accounting': 4, 'administrative': 3, 'legal': 0, 'education': 0}"
2024,February,Remote | Europe | Full-time | Senior Software Engineer,"We're a VC-funded startup building an automation platform for Infrastructure-as-Code, adding a Policy-as-Code layer above it, in order to make IaC usable in bigger companies, where you have to take care of state consistency, selective permissions, a usable git flow, etc.On the backend we're using 100% Go with AWS primitives. We're looking for backend developers who like doing DevOps'y stuff sometimes (because in a way it's the spirit of our company), or have experience with the cloud native ecosystem. Ideally you'd have experience working with an IaC tool, i.e. Terraform, Pulumi, Ansible, CloudFormation, Kubernetes, or SaltStack.Overall we have a deeply technical product, trying to build something customers love to use, and already have a lot of happy and satisfied customers. We promise interesting work, the ability to open source parts of the project which don't give us a business advantage, as well as healthy working hours. We've also got investment days on Fridays, when you can work on anything you want, as long as it could possibly benefit Spacelift in some way.If that sounds like fun to you, please apply at https://spacelift.teamtailor.com/jobs/3006934-software-engin...You can find out more about the product we're building at https://spacelift.io and also see our engineering blog for a few technical blog posts of ours: https://spacelift.io/blog/engineering",-483483430551617344,europe,"remote | europe | full-time | senior software engineer
we're a vc-funded startup building an automation platform for infrastructure-as-code, adding a policy-as-code layer above it, in order to make iac usable in bigger companies, where you have to take care of state consistency, selective permissions, a usable git flow, etc.on the backend we're using 100% go with aws primitives. we're looking for backend developers who like doing devops'y stuff sometimes (because in a way it's the spirit of our company), or have experience with the cloud native ecosystem. ideally you'd have experience working with an iac tool, i.e. terraform, pulumi, ansible, cloudformation, kubernetes, or saltstack.overall we have a deeply technical product, trying to build something customers love to use, and already have a lot of happy and satisfied customers. we promise interesting work, the ability to open source parts of the project which don't give us a business advantage, as well as healthy working hours. we've also got investment days on fridays, when you can work on anything you want, as long as it could possibly benefit spacelift in some way.if that sounds like fun to you, please apply at https://spacelift.teamtailor.com/jobs/3006934-software-engin...you can find out more about the product we're building at https://spacelift.io and also see our engineering blog for a few technical blog posts of ours: https://spacelift.io/blog/engineering",False,Spacelift,spacelift.io,Koyeb,http://www.koyeb.com,http://www.linkedin.com/company/koyeb,https://twitter.com/gokoyeb,https://facebook.com/gokoyeb,2020.0,,[],17.0,['information technology & services'],New York,New York,1200000.0,8600000.0,8.6M,2023-11-01T00:00:00.000+00:00,Seed,"{'engineering': 6, 'product_management': 2, 'entrepreneurship': 3, 'arts_and_design': 1, 'human_resources': 1, 'information_technology': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'legal': 0, 'business_development': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'support': 0, 'data_science': 0}"
2024,February,"St Paul, MN, USA | Full Time | REMOTE | Wine and General Open Source Developers | C-language systems programming","https://www.codeweavers.com/about/jobsCodeWeavers needs new, full-time developers to improve Wine's ability to run games and other types of software and integrate well with the native operating system and other system components. Positions are available to work on a variety of Wine-based software, including CodeWeavers's own CrossOver product; the Proton project for Valve Software; and projects for other clients and software internal to CodeWeavers.We are hiring remote programmers, US or international, as well as workers local to Saint Paul, Minnesota. We will consider relocation, if desired, on a case-by-case basis. Please see link above for information, benefits, requirements, and how to apply.Please direct any questions to the email address on our Jobs page.",8491264501129113131,unknown,"st paul, mn, usa | full time | remote | wine and general open source developers | c-language systems programming
https://www.codeweavers.com/about/jobscodeweavers needs new, full-time developers to improve wine's ability to run games and other types of software and integrate well with the native operating system and other system components. positions are available to work on a variety of wine-based software, including codeweavers's own crossover product; the proton project for valve software; and projects for other clients and software internal to codeweavers.we are hiring remote programmers, us or international, as well as workers local to saint paul, minnesota. we will consider relocation, if desired, on a case-by-case basis. please see link above for information, benefits, requirements, and how to apply.please direct any questions to the email address on our jobs page.",False,CodeWeavers,codeweavers.com,HumanSignal,http://www.humansignal.com,http://www.linkedin.com/company/heartex,https://twitter.com/humansignal_,,2019.0,,"['datalabeling', 'generativeai', 'machinelearning', 'ai', 'datascience', 'deeplearning']",51.0,['information technology & services'],San Francisco,California,3000000.0,30000000.0,30M,2022-05-01T00:00:00.000+00:00,Series A,"{'engineering': 10, 'support': 3, 'operations': 1, 'sales': 6, 'information_technology': 2, 'product_management': 1, 'entrepreneurship': 1, 'marketing': 3, 'human_resources': 2, 'accounting': 0, 'finance': 0, 'legal': 0, 'business_development': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'data_science': 0}"
2024,February,"Product Engineer Roles, different levels | Barcelona, Spain | Hybrid or 80% On Site (can sponsor VISA)","With a team of just 28 people and no investor funding, we’ve built a transcription and subtitling product used and loved by 5M people, we’ve built one of the biggest Speech To Text datasets and we’ve been profitable from month 1 (currently €6.5M ARR). We are 100% bootstrapped and profitable, and immune from the funding shortages and layoffs that are impacting other companies.We're hiring Product-focused Full Stack Engineers to help us scale our product, Data Analysts for the Product team.In the next year we want to hire 10 engineers; if you don't see anything that fits now, get in touch anyway. We want to learn about your career goals so we can reach out in the future.This might be a once-in-a-lifetime chance to solve one of the fundamental AI challenges of this decade.We offer visa sponsorship and relocation packages.Here is a blog post from Pau, one of our Software Engineers, about his experience working here https://bit.ly/3y1R6bbHere is our careers page https://www.happyscribe.com/careersAnd here is our product www.happyscribe.comUse this link to applyhttps://jobs.ashbyhq.com/happyscribe.com/cbc6d7f7-156b-4a5e-...Compensation infoWe are open to considering people from 2+ to 20+ years, which means it's a very wide bracket. We'd start from €50,000 but it could go up to €100,000+ for a very senior engineer. We also offer equity. See our careers page for the full list of benefits and perks.",-6592485620936170635,europe,"product engineer roles, different levels | barcelona, spain | hybrid or 80% on site (can sponsor visa)
with a team of just 28 people and no investor funding, we’ve built a transcription and subtitling product used and loved by 5m people, we’ve built one of the biggest speech to text datasets and we’ve been profitable from month 1 (currently €6.5m arr). we are 100% bootstrapped and profitable, and immune from the funding shortages and layoffs that are impacting other companies.we're hiring product-focused full stack engineers to help us scale our product, data analysts for the product team.in the next year we want to hire 10 engineers; if you don't see anything that fits now, get in touch anyway. we want to learn about your career goals so we can reach out in the future.this might be a once-in-a-lifetime chance to solve one of the fundamental ai challenges of this decade.we offer visa sponsorship and relocation packages.here is a blog post from pau, one of our software engineers, about his experience working here https://bit.ly/3y1r6bbhere is our careers page https://www.happyscribe.com/careersand here is our product www.happyscribe.comuse this link to applyhttps://jobs.ashbyhq.com/happyscribe.com/cbc6d7f7-156b-4a5e-...compensation infowe are open to considering people from 2+ to 20+ years, which means it's a very wide bracket. we'd start from €50,000 but it could go up to €100,000+ for a very senior engineer. we also offer equity. see our careers page for the full list of benefits and perks.",False,Happy Scribe,happyscribe.com,Anvil,http://www.anvil.works,http://www.linkedin.com/company/anvil-python,https://twitter.com/anvil_works,,2015.0,,[],11.0,"['information technology & services', 'computer software']",Cambridge,England,,,,,,"{'entrepreneurship': 2, 'engineering': 2, 'human_resources': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'marketing': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'support': 0, 'data_science': 0}"
2024,February,"Engineering & DS | Full-time | Amsterdam, NL |  https://www.apolloagriculture.com/team","Apollo Agriculture (YC F1) is bringing modern farming to the world's poorest farmers. Millions of farmers globally don't have access to the basic resources the rest of the world depends on for food production: good seed and fertilizer. We sell these on credit, use ML to figure out who we can lend to profitably, and are growing rapidly (two countries and growing).We are a small, motivated team with SV roots and an ownership culture. Come help us make a real difference in the world!Hiring for several roles:- Software Engineer: Our core engineering team supports a wide range of tools and processes. Our primary stack is Scala 2 w/ cats, backed by psql. If you are an experienced and practical problem solver, we'd love to meet you.- Machine Learning Engineer: We build and run several different models to determine credit eligibility, detect fraud, etc. Our ml engineers are hands-on and provide production-ready models for other teams to consume.... due to our size and focus, we look for candidates who are experienced and can be autonomous -- at least at the ""senior"" level. Visa sponsorship is possible!Drop me a line at elijahsmith@apolloagriculture.com if you're interested; I'm happy to chat.",-3411844732677751124,unknown,"engineering & ds | full-time | amsterdam, nl |  https://www.apolloagriculture.com/team
apollo agriculture (yc f1) is bringing modern farming to the world's poorest farmers. millions of farmers globally don't have access to the basic resources the rest of the world depends on for food production: good seed and fertilizer. we sell these on credit, use ml to figure out who we can lend to profitably, and are growing rapidly (two countries and growing).we are a small, motivated team with sv roots and an ownership culture. come help us make a real difference in the world!hiring for several roles:- software engineer: our core engineering team supports a wide range of tools and processes. our primary stack is scala 2 w/ cats, backed by psql. if you are an experienced and practical problem solver, we'd love to meet you.- machine learning engineer: we build and run several different models to determine credit eligibility, detect fraud, etc. our ml engineers are hands-on and provide production-ready models for other teams to consume.... due to our size and focus, we look for candidates who are experienced and can be autonomous -- at least at the ""senior"" level. visa sponsorship is possible!drop me a line at elijahsmith@apolloagriculture.com if you're interested; i'm happy to chat.",False,Apollo Agriculture,apolloagriculture.com,Microsoft,http://www.microsoft.com,http://www.linkedin.com/company/microsoft,http://twitter.com/PathwayGenomics,https://facebook.com/Microsoft,1975.0,,"['digital marketing', 'business software', 'developer tools', 'home', 'educational software', 'tablets', 'search', 'advertising', 'servers', 'windows operating system', 'windows applications', 'platforms', 'smartphones', 'cloud computing', 'quantum computing', 'future of work', 'productivity', 'ai', 'artificial intelligence', 'machine learning', 'laptops', 'mixed reality', 'virtual reality', 'gaming', 'developers', 'it professional', 'computers', 'electronics', 'mobile phones', 'shopping']",238000.0,"['information technology & services', 'internet']",Redmond,Washington,218310000000.0,,,,,"{'sales': 8820, 'business_development': 7094, 'finance': 2833, 'engineering': 54201, 'support': 9685, 'information_technology': 3001, 'human_resources': 3252, 'education': 14595, 'product_management': 6734, 'marketing': 4492, 'media_and_commmunication': 1449, 'operations': 3095, 'consulting': 3706, 'arts_and_design': 1692, 'legal': 695, 'accounting': 272, 'data_science': 1937, 'entrepreneurship': 101, 'administrative': 495}"
2024,February,"Currently seeking FT employees in the following locations: Ann Arbor, MI | Fort Worth, TX | Austin, TX | New York, NY or remote in the US Open roles: Senior Software Engineers (Go, Java, C, C++); Integration Engineer; Product Manager (adtech experience preferred); Jr Data Scientist. Must be US Citizen or Green Card holder and physically located in the US.

Passionate about development in leading technologies? Looking to become a major player on a diverse team? Want to make a big impact on an engineer-driven roadmap in your next career adventure? Koddi Engineers drive innovation by embracing challenges and deploying emerging technologies to solve complex problems in software development.","Koddi is a technology company that was born in 2013 from an opportunity to innovate in the adtech space. Our award-winning SaaS platform provides a robust network for brands to connect with consumers and drive revenue through native sponsored placements, metasearch, and programmatic media campaigns.Based in Fort Worth, Texas, we’ve grown to become a diverse global team. Ranked by Forbes, Deloitte, and Inc. magazine as one of the fastest-growing companies in the nation, we’re growing rapidly and looking for innovative problem solvers to join our team.Review all open roles at www.koddi.com/careers and apply directly, or send your resume to matthew.myller@koddi.com.",-2840906994136864792,unknown,"currently seeking ft employees in the following locations: ann arbor, mi | fort worth, tx | austin, tx | new york, ny or remote in the us open roles: senior software engineers (go, java, c, c++); integration engineer; product manager (adtech experience preferred); jr data scientist. must be us citizen or green card holder and physically located in the us.

passionate about development in leading technologies? looking to become a major player on a diverse team? want to make a big impact on an engineer-driven roadmap in your next career adventure? koddi engineers drive innovation by embracing challenges and deploying emerging technologies to solve complex problems in software development.
koddi is a technology company that was born in 2013 from an opportunity to innovate in the adtech space. our award-winning saas platform provides a robust network for brands to connect with consumers and drive revenue through native sponsored placements, metasearch, and programmatic media campaigns.based in fort worth, texas, we’ve grown to become a diverse global team. ranked by forbes, deloitte, and inc. magazine as one of the fastest-growing companies in the nation, we’re growing rapidly and looking for innovative problem solvers to join our team.review all open roles at www.koddi.com/careers and apply directly, or send your resume to matthew.myller@koddi.com.",False,Koddi,koddi.com,Sourcegraph,http://www.sourcegraph.com,http://www.linkedin.com/company/sourcegraph,https://twitter.com/srcgraph,https://facebook.com/sourcegraph,2013.0,,"['enterprise software', 'saas', 'developer tools', 'collaboration', 'software', 'internet', 'information technology', 'code search', 'open source', 'ai', 'code intelligence', 'developer productivity', 'ai coding assistants']",190.0,"['information technology & services', 'computer software', 'internet']",San Francisco,California,12000000.0,248000000.0,248M,2021-07-13T00:00:00.000+00:00,Series D,"{'engineering': 91, 'legal': 3, 'support': 8, 'business_development': 6, 'operations': 9, 'product_management': 4, 'information_technology': 3, 'arts_and_design': 5, 'education': 2, 'marketing': 7, 'human_resources': 8, 'accounting': 2, 'sales': 21, 'finance': 2, 'entrepreneurship': 1, 'data_science': 2, 'media_and_commmunication': 1, 'consulting': 0, 'administrative': 0}"
2024,February,Software Designer + Technical CSM  | Remote - Europe | Full-time |,"At Koyeb, we make developers’ lives easier with the fastest way to deploy applications globally. The Koyeb Serverless Platform is completely managed: we take code, build it into containers, and run it inside of MicroVMs distributed across multiple continents.Software Designer:  We are looking for our first Software Designer to help us shape the features we build for our users. This starts from the big picture of how the features operate together as a system, to fine-tuned UI details, all with the goal to create a friction-free developer experience.Technical Customer Success Manager:  We are looking for our first customer success manager to help our professional customers deploy on the platform and adopt advanced features. This job is focused on helping our users, who are developers, adopt the product and quickly deploy their production applications on the Koyeb platform.You can read more: https://www.koyeb.com/careers?#974212  We are a team of 16 product-minded people who have built a community of over 50,000 developers worldwide. We are a fully-remote distributed team and we hire all-around Europe.",-1094699733791496005,europe,"software designer + technical csm  | remote - europe | full-time |
at koyeb, we make developers’ lives easier with the fastest way to deploy applications globally. the koyeb serverless platform is completely managed: we take code, build it into containers, and run it inside of microvms distributed across multiple continents.software designer:  we are looking for our first software designer to help us shape the features we build for our users. this starts from the big picture of how the features operate together as a system, to fine-tuned ui details, all with the goal to create a friction-free developer experience.technical customer success manager:  we are looking for our first customer success manager to help our professional customers deploy on the platform and adopt advanced features. this job is focused on helping our users, who are developers, adopt the product and quickly deploy their production applications on the koyeb platform.you can read more: https://www.koyeb.com/careers?#974212  we are a team of 16 product-minded people who have built a community of over 50,000 developers worldwide. we are a fully-remote distributed team and we hire all-around europe.",False,Koyeb,koyeb.com,Juni,http://www.juni.co,http://www.linkedin.com/company/getjuni,https://twitter.com/getjuni,https://www.facebook.com/getjuni,2020.0,,"['ecommerce', 'banking', 'fintech', 'affiliate marketing', 'dropshipping', 'credit']",240.0,"['financial services', 'banking']",Gothenburg,Västra Götaland County,1500000.0,853401362.0,853.4M,2022-06-01T00:00:00.000+00:00,Series B,"{'arts_and_design': 4, 'human_resources': 5, 'engineering': 33, 'marketing': 5, 'finance': 6, 'product_management': 7, 'support': 6, 'sales': 12, 'legal': 5, 'operations': 6, 'data_science': 5, 'business_development': 4, 'entrepreneurship': 2, 'information_technology': 3, 'media_and_commmunication': 1, 'accounting': 2, 'education': 1, 'consulting': 0, 'administrative': 0}"
2024,February,"https://humansignal.com/  | REMOTE North America, South America, Europe | Full-time | ML Evangelist, Open Source Community Engineer","We created Label Studio, which has quickly become the most popular open source data labeling platform with a 250K+ users around the world and millions of labeled samples each month, alongside a community of thousands of data scientists sharing knowledge and working to advance data-centric AI.We're a remote team full of people passionated about open source and AI. We are very pragmatic and strong team players.We are looking for two key roles to support the growth of Label Studio:- ML Evangelist: https://boards.greenhouse.io/humansignal/jobs/4963610004- Open Source Community Engineer: https://boards.greenhouse.io/humansignal/jobs/5072569004See https://boards.greenhouse.io/humansignal for more openings.",-7694459244396543861,europe,"https://humansignal.com/  | remote north america, south america, europe | full-time | ml evangelist, open source community engineer
we created label studio, which has quickly become the most popular open source data labeling platform with a 250k+ users around the world and millions of labeled samples each month, alongside a community of thousands of data scientists sharing knowledge and working to advance data-centric ai.we're a remote team full of people passionated about open source and ai. we are very pragmatic and strong team players.we are looking for two key roles to support the growth of label studio:- ml evangelist: https://boards.greenhouse.io/humansignal/jobs/4963610004- open source community engineer: https://boards.greenhouse.io/humansignal/jobs/5072569004see https://boards.greenhouse.io/humansignal for more openings.",False,HumanSignal,humansignal.com,Citymapper,http://www.citymapper.com,http://www.linkedin.com/company/citymapper,http://twitter.com/Citymapper,https://facebook.com/thecitymapper/,2011.0,,"['mobile', 'location based services', 'transportation', 'information technology', 'automotive']",69.0,"['information technology & services', 'internet']",London,England,14402000.0,59421141.0,59.4M,2023-10-01T00:00:00.000+00:00,Equity Crowdfunding,"{'engineering': 19, 'arts_and_design': 3, 'finance': 1, 'product_management': 1, 'business_development': 2, 'support': 2, 'data_science': 13, 'operations': 1, 'entrepreneurship': 1, 'accounting': 0, 'sales': 0, 'marketing': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0}"
2024,February,"Senior Developer | Cambridge, UK | ONSITE, VISA | Full-time/part-time/flexible","We make an open-source web framework, an online code editor, a GUI builder, and a PaaS hosting platform. Together, you can build and host a full-stack web application - and all you need is a little Python. (Yes, even the client-side code - we compile Python to JS and provide a GUI framework!)We’re looking for an experienced all-rounder to work on the core Anvil platform, with a focus on the back-end. Our stack is mostly Clojure, Javascript, Python, Postgres, and container tools – but we're looking for someone who isn't afraid to jump into something you haven't used before.You’ll be working with other seriously good all-rounders, including the founders (relevant PhDs, kernel contributors, builders of backyard dancing fountains) and senior colleagues (eg: a former maths teacher who reverse-engineered our drag'n'drop editor to build more UI components), as well as our other developers and developer advocates. We're bootstrapped and profitable, with a small, smart, friendly and diverse team.Building dev tools is great! We're solving problems we've experienced ourselves, our customers are developers just like us, and platforms have the most fun engineering problems.For full job descriptions, and to hear what it's like working here, go to https://anvil.works/jobs.We work hybrid (in the office Tue-Thu, wherever you like Mon/Fri). If you have questions, I'm a founder and my email's in my profile.",-5174954132475207468,europe,"senior developer | cambridge, uk | onsite, visa | full-time/part-time/flexible
we make an open-source web framework, an online code editor, a gui builder, and a paas hosting platform. together, you can build and host a full-stack web application - and all you need is a little python. (yes, even the client-side code - we compile python to js and provide a gui framework!)we’re looking for an experienced all-rounder to work on the core anvil platform, with a focus on the back-end. our stack is mostly clojure, javascript, python, postgres, and container tools – but we're looking for someone who isn't afraid to jump into something you haven't used before.you’ll be working with other seriously good all-rounders, including the founders (relevant phds, kernel contributors, builders of backyard dancing fountains) and senior colleagues (eg: a former maths teacher who reverse-engineered our drag'n'drop editor to build more ui components), as well as our other developers and developer advocates. we're bootstrapped and profitable, with a small, smart, friendly and diverse team.building dev tools is great! we're solving problems we've experienced ourselves, our customers are developers just like us, and platforms have the most fun engineering problems.for full job descriptions, and to hear what it's like working here, go to https://anvil.works/jobs.we work hybrid (in the office tue-thu, wherever you like mon/fri). if you have questions, i'm a founder and my email's in my profile.",False,Anvil,anvil.works,ML6 | Your partner in AI,http://www.ml6.eu,http://www.linkedin.com/company/ml6team,https://twitter.com/ml6team,,2013.0,,"['machine learning', 'artificial intelligence', 'natural language processing', 'computer vision', 'google cloud', 'foundation models', 'generative ai', 'large language models', 'mlops']",110.0,['information technology & services'],Ghent,Flanders,,,,,,"{'information_technology': 1, 'business_development': 4, 'human_resources': 3, 'engineering': 54, 'media_and_commmunication': 1, 'marketing': 1, 'consulting': 5, 'data_science': 8, 'finance': 2, 'legal': 1, 'entrepreneurship': 1, 'accounting': 1, 'sales': 3, 'operations': 0, 'product_management': 0, 'education': 0, 'administrative': 0, 'arts_and_design': 0, 'support': 0}"
2024,February,"Mid Level or Senior Engineer | Full-time | Onsite (Redmond, WA)","We are the Power BI client engineering infrastructure team at Microsoft. Our team is responsible for building the infrastructure and tooling that powers the Power BI client applications. We are a small, fast-paced team that works on a wide variety of projects, from building the and maintaining the core infrastructure for our 300 person mono repo to investing in new technologies and frameworks to improve our development experience. We work on everything from TypeScript to Nx to Webpack to DevOps.We are looking for a strong engineer who is passionate about building great developer experiences and who is excited to work on a product that is used by millions of people every day.

We are specifically looking for someone with experience in mono repo design and webpack tooling, someone that can roll up their sleeves and really dig into the details of our tooling to make it better.Apply: https://jobs.careers.microsoft.com/global/en/job/1658200/Sof...Email: alangria at microsoft dot com",-5603331357546587962,unknown,"mid level or senior engineer | full-time | onsite (redmond, wa)
we are the power bi client engineering infrastructure team at microsoft. our team is responsible for building the infrastructure and tooling that powers the power bi client applications. we are a small, fast-paced team that works on a wide variety of projects, from building the and maintaining the core infrastructure for our 300 person mono repo to investing in new technologies and frameworks to improve our development experience. we work on everything from typescript to nx to webpack to devops.we are looking for a strong engineer who is passionate about building great developer experiences and who is excited to work on a product that is used by millions of people every day.

we are specifically looking for someone with experience in mono repo design and webpack tooling, someone that can roll up their sleeves and really dig into the details of our tooling to make it better.apply: https://jobs.careers.microsoft.com/global/en/job/1658200/sof...email: alangria at microsoft dot com",False,Microsoft,microsoft.com,ClimateAligned,http://www.climatealigned.co,http://www.linkedin.com/company/climatealigned,https://twitter.com/climatealigned,,2022.0,,"['climate', 'finance', 'machine learning']",10.0,['information technology & services'],London,England,,,,,,"{'finance': 1, 'entrepreneurship': 2, 'engineering': 2, 'accounting': 0, 'sales': 0, 'operations': 0, 'marketing': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'administrative': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'support': 0, 'data_science': 0}"
2024,February,Remote | Full-time,"Owner.com’s mission is to help local business owners survive by leveling the playing field – by giving them an all-in-one solution to take back control of their business and truly own their online presence. The Owner platform powers everything from their SEO-optimized website to their online ordering system, while providing powerful email marketing and loyalty programs, reputation management, recruiting solutions, and more.- Senior Software Engineer: https://jobs.lever.co/owner/d72226c5-347e-4e1d-90be-93f204c6...- Staff Product Designer: https://jobs.lever.co/owner/93e82fb3-d5f0-4d0d-9cc2-2f03507f...",-1184303198039915361,unknown,"remote | full-time
owner.com’s mission is to help local business owners survive by leveling the playing field – by giving them an all-in-one solution to take back control of their business and truly own their online presence. the owner platform powers everything from their seo-optimized website to their online ordering system, while providing powerful email marketing and loyalty programs, reputation management, recruiting solutions, and more.- senior software engineer: https://jobs.lever.co/owner/d72226c5-347e-4e1d-90be-93f204c6...- staff product designer: https://jobs.lever.co/owner/93e82fb3-d5f0-4d0d-9cc2-2f03507f...",False,Owner.com,lever.co,Pond,http://www.notion.site,http://www.linkedin.com/company/joinpond,,,2020.0,,"['nonprofit operations', 'internet', 'software', 'philanthropy', 'sustainable impact', 'fundraising', 'impact', 'nonprofit', 'technology', 'technology marketplace', 'marketplace']",21.0,"['nonprofit organization management', 'fund-raising', 'philanthropy']",New York,New York,,1215890.0,1.2M,2023-01-01T00:00:00.000+00:00,Other,"{'marketing': 1, 'engineering': 2, 'administrative': 1, 'accounting': 0, 'sales': 0, 'operations': 0, 'finance': 0, 'human_resources': 0, 'information_technology': 0, 'legal': 0, 'business_development': 0, 'product_management': 0, 'consulting': 0, 'education': 0, 'media_and_commmunication': 0, 'arts_and_design': 0, 'entrepreneurship': 0, 'support': 0, 'data_science': 0}"
